,Dalc,Fedu,Fjob,G1_math,G1_port,G2_math,G2_port,G3_math,G3_port,Medu,Mjob,Pstatus,Walc,absences_math,absences_port,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,health,higher,internet,math_only,nursery,paid_math,paid_port,port_only,reason,romantic,school,schoolsup,sex,studytime,traveltime,school_num,sex_num,address_num,famsize_num,Pstatus_num,Mjob_num,Fjob_num,reason_num,guardian_num,schoolsup_num,famsup_num,activities_num,nursery_num,higher_num,internet_num,romantic_num,paid_port_num,paid_math_num
91,1,3,other,nan,14.0,nan,13.0,nan,13.0,4,services,T,3,nan,6.0,yes,U,15,0,4,GT3,no,5,5,mother,1,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,F,1,1,0,0,0,1,0,2,4,1,0,1,1,0,0,0,0,1,1.0,nan
92,2,1,other,nan,12.0,nan,13.0,nan,12.0,3,other,T,3,nan,0.0,no,U,16,0,3,LE3,yes,3,3,father,2,yes,no,0.0,yes,nan,no,0.0,home,no,GP,yes,F,2,1,0,0,0,0,0,4,4,0,1,0,0,1,0,0,1,1,1.0,nan
93,1,2,services,nan,13.0,nan,14.0,nan,14.0,4,teacher,T,1,nan,2.0,yes,U,16,0,5,GT3,yes,3,3,mother,1,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,F,2,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1.0,nan
94,1,2,health,nan,11.0,nan,12.0,nan,12.0,2,services,T,1,nan,2.0,yes,U,15,0,4,LE3,yes,3,4,mother,4,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,4,1,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,1,1.0,nan
95,1,1,other,nan,13.0,nan,13.0,nan,13.0,1,at_home,T,1,nan,4.0,yes,R,15,0,3,GT3,yes,1,2,mother,1,yes,yes,nan,yes,nan,yes,1.0,home,no,GP,yes,F,4,2,0,0,1,1,0,3,4,0,0,0,0,0,0,0,0,1,0.0,nan
96,1,3,other,nan,9.0,nan,11.0,nan,11.0,4,services,T,1,nan,6.0,yes,R,16,0,3,GT3,yes,3,3,mother,4,yes,yes,0.0,no,nan,yes,0.0,reputation,no,GP,yes,M,1,2,0,1,1,1,0,2,4,1,0,0,0,0,1,0,0,1,0.0,nan
97,1,1,other,nan,13.0,nan,12.0,nan,12.0,2,other,T,1,nan,0.0,no,U,16,0,4,GT3,yes,3,5,mother,5,yes,no,0.0,yes,nan,no,0.0,course,yes,GP,no,F,2,1,0,0,0,1,0,4,4,2,0,1,0,1,0,0,1,0,1.0,nan
98,1,4,other,nan,12.0,nan,13.0,nan,13.0,4,other,T,2,nan,4.0,yes,U,16,0,5,GT3,no,3,4,mother,1,yes,yes,0.0,no,nan,no,0.0,reputation,no,GP,no,F,1,1,0,0,0,1,0,4,4,1,0,1,1,0,1,0,0,1,1.0,nan
99,1,3,at_home,nan,12.0,nan,13.0,nan,13.0,4,other,T,1,nan,2.0,no,U,16,0,5,GT3,yes,3,5,mother,3,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,yes,F,3,1,0,0,0,1,0,4,3,2,0,0,0,1,0,0,0,1,1.0,nan
100,5,4,services,nan,9.0,nan,9.0,nan,8.0,4,services,T,5,nan,12.0,yes,U,16,0,4,GT3,yes,5,5,mother,4,yes,yes,0.0,yes,nan,no,0.0,other,no,GP,yes,M,1,1,0,1,0,1,0,2,2,3,0,0,0,0,0,0,0,1,1.0,nan
101,1,4,teacher,nan,16.0,nan,16.0,nan,16.0,4,services,T,1,nan,0.0,yes,U,16,0,4,GT3,yes,4,3,father,4,yes,yes,0.0,yes,nan,no,0.0,other,yes,GP,no,M,3,1,0,1,0,1,0,2,0,3,1,1,0,0,0,0,0,0,1.0,nan
102,1,4,other,nan,12.0,nan,13.0,nan,12.0,4,services,T,1,nan,2.0,yes,U,15,0,5,GT3,yes,3,3,mother,5,yes,yes,0.0,no,nan,yes,0.0,course,no,GP,no,M,1,1,0,1,0,1,0,2,4,2,0,1,0,0,1,0,0,1,0.0,nan
103,1,2,other,nan,11.0,nan,10.0,nan,10.0,3,services,T,1,nan,16.0,no,U,15,0,4,GT3,yes,3,5,mother,2,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,yes,F,2,2,0,0,0,1,0,2,4,0,0,0,0,1,0,0,0,1,1.0,nan
104,1,4,other,nan,16.0,nan,16.0,nan,16.0,3,services,A,1,nan,0.0,yes,U,15,0,5,GT3,yes,4,4,mother,1,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,1,0,1,0,1,1,2,4,2,0,1,0,0,0,0,0,1,1.0,nan
105,1,3,health,nan,10.0,nan,10.0,nan,10.0,3,other,A,1,nan,10.0,no,U,15,0,4,GT3,no,3,3,father,4,yes,no,0.0,yes,nan,no,0.0,reputation,no,GP,yes,F,4,1,0,0,0,1,1,4,1,1,1,0,1,1,0,0,1,1,1.0,nan
106,1,2,other,nan,10.0,nan,10.0,nan,10.0,2,other,T,1,nan,4.0,no,U,15,0,5,GT3,yes,1,2,mother,3,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,yes,F,4,1,0,0,0,1,0,4,4,2,0,0,0,1,0,0,0,1,1.0,nan
107,1,3,other,nan,13.0,nan,14.0,nan,14.0,3,services,T,1,nan,4.0,yes,U,16,0,5,GT3,yes,3,3,father,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,3,1,0,1,0,1,0,2,4,0,1,1,0,0,0,0,0,1,1.0,nan
108,3,4,other,nan,12.0,nan,10.0,nan,11.0,4,other,T,5,nan,8.0,yes,R,15,0,1,GT3,yes,3,5,father,1,yes,yes,0.0,yes,nan,no,0.0,home,yes,GP,no,M,4,4,0,1,1,1,0,4,4,0,1,1,0,0,0,0,0,0,1.0,nan
109,1,4,health,nan,15.0,nan,15.0,nan,14.0,4,health,T,1,nan,2.0,yes,U,16,0,5,LE3,yes,4,5,mother,4,yes,yes,0.0,yes,nan,no,0.0,other,yes,GP,no,F,3,1,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,1.0,nan
110,1,4,teacher,nan,13.0,nan,14.0,nan,14.0,4,teacher,A,1,nan,4.0,yes,U,15,0,5,LE3,no,5,3,mother,4,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,1,1,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,1,1.0,nan
111,1,3,other,nan,11.0,nan,11.0,nan,11.0,3,services,T,1,nan,4.0,yes,R,16,0,4,GT3,yes,1,2,father,2,yes,yes,nan,yes,nan,no,1.0,reputation,no,GP,yes,F,3,1,0,0,1,1,0,2,4,1,1,0,0,0,0,0,0,1,1.0,nan
112,1,2,other,nan,8.0,nan,10.0,nan,10.0,2,at_home,T,1,nan,12.0,yes,U,16,1,3,GT3,no,1,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,yes,F,2,1,0,0,0,1,0,3,4,0,0,0,1,0,0,0,0,1,1.0,nan
113,1,2,other,nan,18.0,nan,17.0,nan,18.0,4,teacher,T,1,nan,10.0,no,U,15,0,3,LE3,no,5,2,mother,3,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,1,1,0,1,0,0,0,0,4,2,0,1,1,1,0,0,0,1,1.0,nan
114,1,1,services,nan,10.0,nan,9.0,nan,10.0,2,health,T,1,nan,4.0,yes,R,15,0,5,GT3,no,4,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,no,M,2,1,0,1,1,1,0,1,2,1,0,1,1,0,0,0,0,0,1.0,nan
115,1,4,teacher,nan,16.0,nan,14.0,nan,14.0,4,teacher,T,2,nan,6.0,yes,U,16,0,5,GT3,yes,4,4,father,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,0,1,1.0,nan
116,1,4,teacher,nan,16.0,nan,15.0,nan,16.0,4,other,T,1,nan,4.0,yes,U,15,0,4,GT3,yes,4,3,father,2,yes,no,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,2,2,0,1,0,1,0,4,0,1,1,1,0,0,0,0,1,1,1.0,nan
117,1,3,services,nan,14.0,nan,14.0,nan,15.0,3,other,T,1,nan,6.0,yes,U,16,0,5,GT3,no,4,2,father,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,1,2,0,1,0,1,0,4,2,0,1,1,1,0,0,0,0,1,1.0,nan
118,1,3,other,nan,12.0,nan,11.0,nan,11.0,1,other,T,4,nan,14.0,yes,R,17,1,5,GT3,yes,2,4,father,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,3,0,1,1,1,0,4,4,2,1,1,0,0,0,0,0,1,1.0,nan
119,1,4,other,nan,14.0,nan,13.0,nan,14.0,3,other,T,2,nan,2.0,no,U,15,0,3,GT3,no,4,3,father,4,yes,yes,0.0,yes,nan,no,0.0,reputation,no,GP,no,M,1,1,0,1,0,1,0,4,4,1,1,1,1,1,0,0,0,1,1.0,nan
120,1,2,services,nan,14.0,nan,14.0,nan,14.0,1,at_home,T,2,nan,0.0,no,U,15,0,3,GT3,no,2,3,mother,1,yes,yes,0.0,no,nan,no,0.0,course,no,GP,no,F,2,1,0,0,0,1,0,3,2,2,0,1,1,1,1,0,0,1,1.0,nan
121,1,2,services,nan,14.0,nan,13.0,nan,13.0,2,services,T,2,nan,6.0,yes,U,15,0,5,GT3,yes,5,4,father,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,no,M,4,1,0,1,0,1,0,2,2,0,1,1,0,0,0,0,0,1,1.0,nan
122,1,4,health,nan,14.0,nan,12.0,nan,13.0,2,other,T,2,nan,2.0,yes,U,16,0,4,LE3,yes,2,2,father,5,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,F,2,2,0,0,0,0,0,4,1,2,1,1,0,0,0,0,0,0,1.0,nan
123,1,4,other,nan,12.0,nan,13.0,nan,13.0,4,health,T,4,nan,4.0,yes,U,16,0,3,GT3,yes,4,4,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,1,1,0,1,0,1,0,1,4,2,0,1,0,0,0,0,0,1,1.0,nan
124,1,2,other,nan,12.0,nan,11.0,nan,11.0,2,other,T,1,nan,0.0,no,U,16,0,5,GT3,no,4,4,mother,5,yes,yes,0.0,yes,nan,no,0.0,home,yes,GP,no,F,2,1,0,0,0,1,0,4,4,0,0,1,1,1,0,0,0,0,1.0,nan
125,3,4,services,nan,9.0,nan,9.0,nan,9.0,3,services,T,2,nan,2.0,no,U,15,0,5,GT3,no,5,5,father,5,yes,yes,0.0,yes,nan,no,0.0,home,no,GP,yes,M,1,1,0,1,0,1,0,2,2,0,1,0,1,1,0,0,0,1,1.0,nan
126,1,4,other,nan,10.0,nan,11.0,nan,11.0,3,other,A,1,nan,0.0,yes,U,15,0,5,LE3,no,3,2,mother,1,yes,yes,0.0,yes,nan,no,0.0,home,yes,GP,yes,F,2,1,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,0,1.0,nan
127,1,1,other,nan,9.0,nan,10.0,nan,11.0,0,at_home,T,1,nan,0.0,no,U,19,2,3,GT3,yes,4,2,other,5,no,no,nan,no,nan,no,1.0,course,no,GP,no,F,2,1,0,0,0,1,0,3,4,2,2,1,0,1,1,1,1,1,1.0,nan
128,2,4,teacher,nan,14.0,nan,14.0,nan,15.0,4,teacher,T,5,nan,8.0,yes,R,16,0,3,GT3,no,5,5,mother,4,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,1,1,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,1,1.0,nan
129,2,3,other,nan,13.0,nan,12.0,nan,13.0,2,other,T,2,nan,4.0,no,U,16,0,3,GT3,yes,2,3,mother,1,yes,yes,nan,no,nan,no,1.0,course,yes,GP,no,M,3,2,0,1,0,1,0,4,4,2,0,1,0,1,1,0,0,0,1.0,nan
130,2,4,teacher,nan,10.0,nan,11.0,nan,12.0,3,services,T,2,nan,0.0,no,R,15,0,4,GT3,yes,2,2,father,5,yes,yes,nan,yes,nan,no,1.0,course,yes,GP,no,F,3,2,0,0,1,1,0,2,0,2,1,1,0,1,0,0,0,0,1.0,nan
131,1,1,other,nan,10.0,nan,9.0,nan,8.0,2,services,T,3,nan,10.0,yes,U,18,3,5,GT3,yes,4,5,mother,5,no,yes,nan,yes,nan,no,1.0,reputation,yes,GP,no,F,2,1,0,0,0,1,0,2,4,1,0,1,0,0,0,1,0,0,1.0,nan
132,1,1,other,nan,11.0,nan,10.0,nan,11.0,2,other,A,2,nan,8.0,no,U,17,0,3,LE3,yes,2,2,mother,5,yes,yes,nan,yes,nan,no,1.0,course,no,GP,no,F,1,3,0,0,0,0,1,4,4,2,0,1,0,1,0,0,0,1,1.0,nan
133,1,1,other,nan,11.0,nan,12.0,nan,13.0,1,at_home,T,2,nan,6.0,yes,U,15,0,4,GT3,yes,3,3,mother,4,yes,yes,0.0,no,nan,no,0.0,course,yes,GP,no,F,1,3,0,0,0,1,0,3,4,2,0,1,0,0,1,0,0,0,1.0,nan
134,1,2,other,nan,13.0,nan,12.0,nan,12.0,2,other,T,3,nan,2.0,no,U,17,0,3,LE3,yes,4,4,father,5,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,F,1,1,0,0,0,0,0,4,4,2,1,1,0,1,0,0,0,0,1.0,nan
135,1,4,other,nan,15.0,nan,13.0,nan,14.0,3,services,A,4,nan,12.0,no,U,16,0,3,GT3,no,2,1,father,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,1,1,0,0,0,1,1,2,4,2,1,1,1,1,0,0,0,1,1.0,nan
136,1,1,other,nan,9.0,nan,9.0,nan,11.0,2,at_home,T,1,nan,4.0,no,U,16,0,3,GT3,no,2,1,mother,2,yes,no,nan,yes,nan,no,1.0,course,no,GP,no,M,1,4,0,1,0,1,0,3,4,2,0,1,1,1,0,0,1,1,1.0,nan
137,1,2,other,nan,13.0,nan,11.0,nan,11.0,2,other,A,1,nan,12.0,no,U,16,1,5,GT3,no,3,4,mother,5,yes,no,nan,yes,nan,no,1.0,home,no,GP,no,F,1,1,0,0,0,1,1,4,4,0,0,1,1,1,0,0,1,1,1.0,nan
138,1,4,teacher,nan,12.0,nan,11.0,nan,11.0,3,at_home,T,1,nan,2.0,no,R,15,0,5,GT3,yes,3,3,mother,5,yes,no,0.0,yes,nan,no,0.0,course,yes,GP,no,M,2,4,0,1,1,1,0,3,0,2,0,1,0,1,0,0,1,0,1.0,nan
139,1,4,at_home,nan,13.0,nan,14.0,nan,15.0,4,services,T,1,nan,4.0,yes,U,15,0,4,GT3,yes,3,3,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,F,3,1,0,0,0,1,0,2,3,2,0,1,0,0,0,0,0,0,1.0,nan
140,2,4,other,nan,10.0,nan,9.0,nan,10.0,3,at_home,T,4,nan,2.0,no,R,17,0,5,GT3,no,4,5,mother,5,yes,no,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,3,0,1,1,1,0,3,4,2,0,1,1,1,0,0,1,1,1.0,nan
141,1,1,other,nan,14.0,nan,13.0,nan,13.0,1,at_home,T,1,nan,0.0,no,R,16,0,5,GT3,yes,1,3,mother,3,yes,no,nan,yes,nan,no,1.0,course,no,GP,no,F,2,4,0,0,1,1,0,3,4,2,0,1,0,1,0,0,1,1,1.0,nan
142,4,1,services,nan,11.0,nan,11.0,nan,12.0,3,services,T,5,nan,2.0,yes,U,18,0,3,LE3,no,3,4,mother,4,yes,yes,nan,yes,nan,no,1.0,course,yes,GP,no,M,1,2,0,1,0,0,0,2,2,2,0,1,1,0,0,0,0,0,1.0,nan
143,5,2,services,nan,12.0,nan,11.0,nan,11.0,3,other,A,1,nan,10.0,yes,U,18,0,4,GT3,yes,3,3,other,5,yes,yes,nan,no,nan,no,1.0,course,yes,GP,no,F,3,1,0,0,0,1,1,4,2,2,2,1,0,0,1,0,0,0,1.0,nan
144,1,1,services,nan,12.0,nan,11.0,nan,11.0,1,other,T,2,nan,8.0,yes,R,16,0,3,GT3,yes,3,3,mother,1,yes,no,nan,yes,nan,no,1.0,reputation,yes,GP,no,F,1,2,0,0,1,1,0,4,2,1,0,1,0,0,0,0,1,0,1.0,nan
145,1,3,other,nan,9.0,nan,9.0,nan,10.0,3,other,A,1,nan,4.0,yes,U,16,0,4,GT3,yes,3,2,other,5,yes,yes,nan,no,nan,no,1.0,course,yes,GP,no,F,1,2,0,0,0,1,1,4,4,2,2,1,0,0,1,0,0,0,1.0,nan
146,1,1,other,nan,10.0,nan,10.0,nan,10.0,1,services,T,3,nan,0.0,no,U,16,2,4,LE3,no,4,4,mother,5,yes,no,nan,yes,nan,no,1.0,course,yes,GP,no,M,2,1,0,1,0,0,0,2,4,2,0,1,1,1,0,0,1,0,1.0,nan
147,1,4,teacher,nan,13.0,nan,14.0,nan,14.0,4,teacher,T,1,nan,6.0,yes,U,15,0,4,GT3,no,3,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,1,2,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,1.0,nan
148,1,1,other,nan,8.0,nan,9.0,nan,9.0,1,other,T,1,nan,2.0,yes,R,15,1,5,GT3,no,5,5,mother,1,yes,yes,nan,yes,nan,no,1.0,course,yes,GP,no,F,1,3,0,0,1,1,0,4,4,2,0,1,1,0,0,0,0,0,1.0,nan
149,1,3,services,nan,9.0,nan,11.0,nan,11.0,4,teacher,T,1,nan,6.0,no,U,15,0,2,GT3,yes,2,2,father,3,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,yes,M,4,2,0,1,0,1,0,0,2,2,1,0,0,1,0,0,0,1,1.0,nan
150,2,3,services,nan,9.0,nan,8.0,nan,9.0,3,services,A,3,nan,24.0,no,U,15,0,1,GT3,no,3,2,mother,1,yes,no,nan,no,nan,no,1.0,home,yes,GP,no,F,2,1,0,0,0,1,1,2,2,0,0,1,1,1,1,0,1,0,1.0,nan
151,1,4,services,nan,15.0,nan,13.0,nan,13.0,4,services,T,3,nan,0.0,yes,U,16,0,5,GT3,yes,3,3,mother,5,yes,yes,nan,yes,nan,no,1.0,course,no,GP,no,M,3,1,0,1,0,1,0,2,2,2,0,1,0,0,0,0,0,1,1.0,nan
152,2,2,services,nan,12.0,nan,11.0,nan,11.0,2,services,T,2,nan,4.0,yes,U,16,0,2,LE3,yes,3,3,father,2,yes,yes,nan,yes,nan,no,1.0,reputation,no,GP,no,M,1,2,0,1,0,0,0,2,2,1,1,1,0,0,0,0,0,1,1.0,nan
153,1,4,services,nan,13.0,nan,13.0,nan,13.0,4,teacher,T,1,nan,2.0,yes,U,15,0,4,GT3,yes,2,2,mother,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,3,1,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,1,1.0,nan
154,3,1,at_home,nan,10.0,nan,11.0,nan,11.0,1,at_home,T,3,nan,4.0,no,U,16,0,3,LE3,no,4,4,mother,1,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,1,1,0,0,0,0,0,3,3,2,0,1,1,1,0,0,0,1,1.0,nan
155,1,1,other,nan,9.0,nan,7.0,nan,6.0,2,other,T,2,nan,22.0,no,U,17,0,5,GT3,yes,4,5,mother,5,yes,yes,nan,yes,nan,no,1.0,home,no,GP,no,M,1,1,0,1,0,1,0,4,4,0,0,1,0,1,0,0,0,1,1.0,nan
156,1,1,services,nan,12.0,nan,12.0,nan,12.0,1,other,T,2,nan,0.0,no,U,15,0,4,GT3,yes,4,2,father,5,yes,yes,0.0,yes,nan,no,0.0,course,no,GP,no,F,2,1,0,0,0,1,0,4,2,2,1,1,0,1,0,0,0,1,1.0,nan
157,1,1,other,nan,11.0,nan,10.0,nan,10.0,2,at_home,A,1,nan,0.0,yes,U,15,0,4,LE3,yes,4,2,mother,5,no,yes,nan,yes,nan,no,1.0,home,yes,GP,no,F,1,2,0,0,0,0,1,3,4,0,0,1,0,0,0,1,0,0,1.0,nan
158,1,2,services,nan,11.0,nan,11.0,nan,11.0,3,health,T,1,nan,2.0,no,U,15,1,3,GT3,yes,3,2,father,3,yes,yes,nan,yes,nan,no,1.0,home,no,GP,no,F,2,1,0,0,0,1,0,1,2,0,1,1,0,1,0,0,0,1,1.0,nan
159,1,2,other,nan,13.0,nan,12.0,nan,13.0,1,at_home,T,1,nan,6.0,no,U,15,0,4,GT3,yes,3,2,mother,5,yes,yes,0.0,no,nan,no,0.0,course,no,GP,no,F,2,1,0,0,0,1,0,3,4,2,0,1,0,1,1,0,0,1,1.0,nan
160,2,2,services,nan,11.0,nan,11.0,nan,11.0,1,at_home,T,4,nan,6.0,no,U,15,0,2,GT3,no,3,4,father,1,yes,no,nan,no,nan,no,1.0,course,yes,GP,no,F,2,1,0,0,0,1,0,3,2,2,1,1,1,1,1,0,1,0,1.0,nan
161,2,4,teacher,nan,9.0,nan,9.0,nan,8.0,4,teacher,T,1,nan,16.0,no,U,16,0,3,GT3,yes,3,2,mother,5,no,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,M,1,1,0,1,0,1,0,0,0,2,0,1,0,1,0,1,0,0,1.0,nan
162,2,1,other,nan,12.0,nan,11.0,nan,11.0,2,services,A,5,nan,0.0,no,U,15,0,4,LE3,no,5,5,mother,5,yes,yes,nan,yes,nan,no,1.0,course,no,GP,no,M,1,4,0,1,0,0,1,2,4,2,0,1,1,1,0,0,0,1,1.0,nan
163,2,1,other,nan,11.0,nan,9.0,nan,0.0,1,other,T,5,nan,0.0,no,U,18,2,2,LE3,no,3,5,mother,4,no,yes,nan,yes,nan,no,1.0,course,yes,GP,no,M,1,1,0,1,0,0,0,4,4,2,0,1,1,1,0,1,0,0,1.0,nan
164,3,1,other,nan,9.0,nan,10.0,nan,10.0,2,at_home,T,5,nan,6.0,yes,U,16,1,4,LE3,no,4,4,mother,5,yes,no,0.0,yes,nan,no,0.0,course,yes,GP,no,M,1,1,0,1,0,0,0,3,4,2,0,1,1,0,0,0,1,0,1.0,nan
165,2,3,services,nan,13.0,nan,13.0,nan,13.0,3,services,T,3,nan,2.0,yes,R,15,0,4,GT3,yes,2,1,other,3,yes,yes,nan,yes,nan,yes,1.0,reputation,yes,GP,no,F,3,2,0,0,1,1,0,2,2,1,2,1,0,0,0,0,0,0,0.0,nan
166,1,2,at_home,nan,11.0,nan,9.0,nan,11.0,3,services,T,1,nan,6.0,no,U,19,0,4,GT3,yes,5,4,mother,4,no,yes,nan,yes,nan,no,1.0,home,yes,GP,no,M,1,1,0,1,0,1,0,2,3,0,0,1,0,1,0,1,0,0,1.0,nan
167,1,4,teacher,nan,13.0,nan,13.0,nan,13.0,4,other,T,1,nan,0.0,no,U,17,0,4,GT3,yes,2,1,mother,4,yes,no,0.0,yes,nan,no,0.0,course,yes,GP,yes,F,1,1,0,0,0,1,0,4,0,2,0,0,0,1,0,0,1,0,1.0,nan
168,1,3,services,nan,7.0,nan,8.0,nan,8.0,2,at_home,T,1,nan,0.0,yes,R,15,0,4,GT3,no,4,4,mother,1,yes,no,0.0,yes,nan,yes,0.0,course,no,GP,yes,M,2,1,0,1,1,1,0,3,2,2,0,0,1,0,0,0,1,1,0.0,nan
169,3,2,other,nan,9.0,nan,8.0,nan,10.0,1,other,T,3,nan,14.0,no,R,17,3,2,LE3,no,2,2,mother,5,yes,no,nan,yes,nan,no,1.0,reputation,no,GP,no,M,1,1,0,1,1,0,0,4,4,1,0,1,1,1,0,0,1,1,1.0,nan
170,1,1,other,nan,11.0,nan,10.0,nan,11.0,1,at_home,T,5,nan,6.0,yes,R,18,3,5,GT3,yes,2,5,mother,4,yes,no,0.0,no,nan,no,0.0,course,no,GP,no,F,1,3,0,0,1,1,0,3,4,2,0,1,0,0,1,0,1,1,1.0,nan
171,1,2,other,nan,12.0,nan,10.0,nan,11.0,2,at_home,T,2,nan,4.0,no,R,16,0,4,GT3,no,2,2,mother,3,yes,no,0.0,no,nan,no,0.0,course,no,GP,no,M,1,3,0,1,1,1,0,3,4,2,0,1,1,1,1,0,1,1,1.0,nan
172,4,3,services,nan,10.0,nan,10.0,nan,1.0,3,other,T,4,nan,0.0,no,U,16,1,4,GT3,yes,5,5,father,5,yes,yes,0.0,yes,nan,no,0.0,course,yes,GP,no,M,2,1,0,1,0,1,0,4,2,2,1,1,0,1,0,0,0,0,1.0,nan
173,3,2,services,nan,9.0,nan,8.0,nan,10.0,1,health,T,5,nan,0.0,no,U,16,2,4,LE3,no,4,5,mother,5,yes,yes,nan,no,nan,no,1.0,course,no,GP,no,M,1,2,0,1,0,0,0,1,2,2,0,1,1,1,1,0,0,1,1.0,nan
174,2,1,other,nan,8.0,nan,8.0,nan,9.0,2,at_home,T,2,nan,8.0,yes,R,17,1,3,LE3,no,3,2,mother,5,no,yes,nan,yes,nan,yes,1.0,course,yes,GP,no,M,1,2,0,1,1,0,0,3,4,2,0,1,1,0,0,1,0,0,0.0,nan
175,1,2,other,nan,7.0,nan,6.0,nan,8.0,3,other,T,4,nan,4.0,no,R,17,2,4,GT3,yes,4,4,mother,3,yes,yes,nan,yes,nan,no,1.0,course,yes,GP,yes,M,2,2,0,1,1,1,0,4,4,2,0,0,0,1,0,0,0,0,1.0,nan
176,2,2,other,nan,8.0,nan,9.0,nan,10.0,1,other,T,4,nan,2.0,yes,U,15,0,4,LE3,no,4,4,mother,5,yes,no,nan,yes,nan,no,1.0,course,no,GP,no,M,1,2,0,1,0,0,0,4,4,2,0,1,1,0,0,0,1,1,1.0,nan
177,1,3,services,nan,9.0,nan,8.0,nan,8.0,1,at_home,T,4,nan,2.0,no,U,16,1,5,GT3,no,3,3,father,2,no,yes,nan,yes,nan,no,1.0,course,no,GP,no,M,1,1,0,1,0,1,0,3,2,2,1,1,1,1,0,1,0,1,1.0,nan
178,1,1,services,nan,8.0,nan,8.0,nan,8.0,1,other,T,5,nan,0.0,yes,R,17,0,5,LE3,no,3,5,mother,5,no,no,nan,yes,nan,no,1.0,course,yes,GP,no,M,2,4,0,1,1,0,0,4,2,2,0,1,1,0,0,1,1,0,1.0,nan
179,1,2,services,nan,8.0,nan,7.0,nan,8.0,3,services,T,1,nan,10.0,yes,U,17,3,4,GT3,yes,5,2,mother,2,no,no,nan,no,nan,no,1.0,course,no,GP,no,M,1,2,0,1,0,1,0,2,2,2,0,1,0,0,1,1,1,1,1.0,nan
180,2,2,other,nan,9.0,nan,10.0,nan,11.0,2,other,T,4,nan,0.0,no,U,16,0,4,GT3,no,3,5,father,4,no,yes,0.0,yes,nan,no,0.0,course,no,GP,no,M,2,1,0,1,0,1,0,4,4,2,1,1,1,1,0,1,0,1,1.0,nan
181,1,2,services,nan,17.0,nan,17.0,nan,18.0,4,health,T,1,nan,0.0,no,U,16,0,4,GT3,no,2,3,father,3,yes,yes,0.0,yes,nan,no,0.0,home,yes,GP,no,F,2,1,0,0,0,1,0,1,2,0,1,1,1,1,0,0,0,0,1.0,nan
182,1,2,other,nan,12.0,nan,12.0,nan,13.0,2,other,T,1,nan,0.0,no,U,16,0,5,GT3,yes,1,5,mother,4,yes,yes,0.0,no,nan,no,0.0,home,no,GP,no,F,2,1,0,0,0,1,0,4,4,0,0,1,0,1,1,0,0,1,1.0,nan
183,1,4,health,nan,16.0,nan,16.0,nan,17.0,4,health,T,1,nan,0.0,no,U,16,0,4,GT3,yes,4,2,mother,3,yes,yes,0.0,yes,nan,no,0.0,reputation,yes,GP,no,F,2,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1.0,nan
